agenda,kategori_harian_id,user_id,status,detail_kerja,poin,date
pengeboran guna pemasangan drill,6.0,1.0,Selesai,pengeboran guna pemasangan drill,3.0,2025-03-06
Perbaikan BOK cuci kaki produksi yg bocor,7.0,1.0,Selesai,Perbaikan BOK cuci kaki produksi yg bocor,2.0,2025-03-06
Koordinasi vendor chiller,1.0,15.0,Selesai,terkait perpanjangan akad,2.0,2025-03-07
monitoring proyek bandung,3.0,15.0,Selesai,kebutuhan dan pengadaan barang g di perlukan,1.0,2025-03-07
Koordinasi PO finance,1.0,15.0,Selesai,Spek material dan kebutuahan service,2.0,2025-03-07
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-07
Update spreadsheet,3.0,15.0,Selesai,"jobdesk daily,data  maintenance,timeline",1.0,2025-03-07
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-07
Koordinasi PO finance,1.0,15.0,Selesai,Spek material dan kebutuahan service,2.0,2025-03-07
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-07
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-07
kordinasi pengajuan memo,1.0,16.0,Selesai,instalasi listrik Stokis Purwakarta,2.0,2025-03-07
kordinasi dengan PIC Security,1.0,16.0,Selesai,SOP security,2.0,2025-03-07
kordinasi dengan SPV Poultry Bandung,1.0,16.0,Selesai,pemberian parcel,2.0,2025-03-07
kordinasi dengan manager Area JABAR,1.0,16.0,Selesai,kebutuhan security,2.0,2025-03-07
Pengecekan Area kantor TSP,1.0,17.0,Selesai,"Monitoring Kebersihan, Kerusakan,dan kerusakan area kantor",2.0,2025-03-07
kordinasi dengan tim Ob dan Div lain,1.0,17.0,Selesai,"Kordinasi Terkait penitipan Barang dan Berkas untuk TIM IT,dan Security",2.0,2025-03-07
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Monitoring repotan TIm CS dan OB,2.0,2025-03-07
Kordinasi dengan Admin ,1.0,17.0,Selesai,"kordinasi Terkait pengajuan Engsel lemari,kunci gembok dapur,",2.0,2025-03-07
Update data di spredshet,3.0,17.0,Selesai,merekap data ceklisan OB dan CS,2.0,2025-03-07
kordinasi dengan Maintenance ,1.0,17.0,Selesai,Kordinasi Terkait perbaikan kunci pintu kamr mandi,2.0,2025-03-07
Pengawas pemasangan filter air,,9.0,Selesai,,3.0,2025-03-08
Koordinasi dengan Divisi finance terkait prngajuan yang dibandung,,9.0,Selesai,,3.0,2025-03-08
Backup Shift 2,3.0,17.0,Selesai,Backup shift 2 di kantor BRP,2.0,2025-03-08
Backup Shift 2,1.0,17.0,Selesai,Backup shift 2 di kantor BRP,2.0,2025-03-08
Backup Shift 2,1.0,17.0,Selesai,Backup shift 2 di kantor BRP,2.0,2025-03-08
Backup Shift 3,1.0,17.0,Selesai,Backup shift 2 di kantor BRP,2.0,2025-03-08
perbaikan grc di ruang admin ,6.0,5.0,Selesai,perbaikan grc di ruang admin ,3.0,2025-03-08
pemasangan lampu ,7.0,1.0,Selesai,pemasangan lampu ,2.0,2025-03-08
Koordinasi PO finance,1.0,15.0,Selesai,Spek material dan kebutuahan service,2.0,2025-03-10
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-10
Update spreadsheet,3.0,15.0,Selesai,"jobdesk daily,data  maintenance,timeline",1.0,2025-03-10
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-10
Koordinasi PO finance,1.0,15.0,Selesai,Spek material dan kebutuahan service,2.0,2025-03-10
Kordinasi vendor JATENG,1.0,15.0,Selesai,biaya jasaa dan RAB perbaikan stokis jateng,2.0,2025-03-10
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-10
monitoring vendor,2.0,15.0,Selesai,pengecekan bocor kanopi TSP,3.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
CUTI,,9.0,,,0.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
BACK UP,3.0,17.0,Selesai,,2.0,2025-03-10
PERBAIKAN MESIN,4.0,2.0,Selesai, perbaikan camstater dimesin yg 100 kilo yg G DKASSET 1031,3.0,2025-03-10
PERBAIKAN MESIN,7.0,2.0,Selesai,Perbaikan mesin jahit 2 dicibereum,2.0,2025-03-10
PERBAIKAN MESIN,7.0,2.0,Selesai,Perbaikan mesin jahit 1 diciberem,2.0,2025-03-10
PERBAIKAN LISTRIK,5.0,2.0,Selesai,Perbaikan intalasi diproduksi tepung yg mati ,2.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
CUTI,,5.0,,,0.0,2025-03-10
Perbaikan jalur listrik gudang 2vsekesai,5.0,1.0,Selesai,Perbaikan jalur listrik gudang 2vsekesai,2.0,2025-03-10
perbaikan instalasi listrik di kantor ,5.0,1.0,Selesai,perbaikan instalasi listrik di kantor ,2.0,2025-03-10
PERBAIKAN KELISTRIKAN,5.0,1.0,Selesai,perbaikan stekermesin parting,2.0,2025-03-10
Koordinasi PO finance,1.0,15.0,Selesai,Spek material dan kebutuahan service,2.0,2025-03-11
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-11
Update spreadsheet,3.0,15.0,Selesai,"jobdesk daily,data  maintenance,timeline",1.0,2025-03-11
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-11
monitoring vendor,2.0,15.0,Selesai,pengecekan bocor kanopi TSP,3.0,2025-03-11
audit area,2.0,15.0,Selesai,Pengenalan area pjs service cibereum,3.0,2025-03-11
koordinasi manager JATIM,1.0,15.0,Selesai,naik daya dan instalasi listrik ,2.0,2025-03-11
Merapihkan data maintenance service bulan februari ,3.0,9.0,Selesai,menginput data harian bulan februari daei tanggal 20 februari 2025 sampai 28 februari 2025,1.0,2025-03-11
Merapihkan data maintenance service bulan Maret ,3.0,9.0,Selesai,menginput data harian bulan februari daei tanggal  7 maret 2025 sampai tanggal 11 maret 2025,1.0,2025-03-11
koordinasi staf aset ,3.0,9.0,Selesai,koordinasi terkait pengajuan ,1.0,2025-03-11
koordinasi bersama teknisi ,3.0,9.0,Selesai,koordinasi terkait pengajuan barang yang di butuh kan ,1.0,2025-03-11
mengisi data jobdesk harian tim service ,3.0,9.0,Selesai,mengisi data harian tim teknisi ,1.0,2025-03-11
kooridnasi dengan finace bandung ,,9.0,Selesai,koordinasi terkait pengembalian deposit proyek gudang  ,3.0,2025-03-11
koordinasi dengan pak ari ,,9.0,Selesai,koorinasi terkait pekerjaan pengecetan di area gudang bandung ,3.0,2025-03-11
monitoring vendor perbaikan yang bocor di area tsp ,,9.0,Selesai,pengawasan proyek yang bocor di kantor tsp,3.0,2025-03-11
koordinasi dengan pimpinan ,3.0,9.0,Selesai,koordinasi dengan pimpinan ter kait pekerjaan ,1.0,2025-03-11
Kordinasi dengan Tim Ob dan Div Lain,3.0,17.0,Selesai,Kordinasi terkait pengantaran Berkas dan Barang,2.0,2025-03-11
Kordinasi dengan TIm Asset,1.0,17.0,Selesai,serah terima Barang,2.0,2025-03-11
Pengecekan Area kantor TSP,1.0,17.0,Selesai,"pengecekan Kebrsihan,Kerapihan Area kantor",2.0,2025-03-11
Backup TIM,1.0,17.0,Selesai,Backup Tim yang Izin mengurus motor yang hilang,2.0,2025-03-11
Monitoring Grup CS dan OB,3.0,17.0,Selesai,Monitoring repotan TIm CS dan OB,2.0,2025-03-11
perbaikan mesin steam ,4.0,2.0,Selesai,perbaikan mesin steam ,3.0,2025-03-11
pemotongan drigen ,4.0,2.0,Selesai,pemotongan drigen  untuk jadi ember penahan air dari mobil ,3.0,2025-03-11
perbaikan ac ,5.0,2.0,Selesai,pengecekan ac ,2.0,2025-03-11
pengisian preon pada ac,4.0,2.0,Selesai,pengisian preon pada ac,3.0,2025-03-11
pengisian preon pada ac,,2.0,,,0.0,2025-03-11
pembuatan skat ruang admin ,6.0,5.0,Progres,pemotongan grc ,2.0,2025-03-11
pembuatan skat ruang admin ,6.0,5.0,Progres,pemasangan grc ,2.0,2025-03-11
pengukuran ruang stokis ,5.0,5.0,Selesai,pengukuran untuk pembutrana ruangan baru ,2.0,2025-03-11
perbaikan mesin steam ,4.0,1.0,Selesai,perbaikan mesin steam ,3.0,2025-03-11
pengelasan timbangan ,5.0,1.0,Selesai,pengelasan timbangan ,2.0,2025-03-11
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
cuti sakit,,15.0,,cuti sakit,0.0,2025-03-12
monitoring group wa ,3.0,9.0,Selesai,monitoring di group,1.0,2025-03-12
koordinasi dengan pak ari ,3.0,9.0,Selesai,koordinasi terkait gudang bandung ,1.0,2025-03-12
koordinasi dengan pak alfian ,3.0,9.0,Selesai,koordinasi terkait vendor,1.0,2025-03-12
pengawasan pembobokan ,,9.0,Selesai,pengawasan pembobokan ,3.0,2025-03-12
pengawasan pemasangan keramik ,,9.0,Selesai,pengawasan pemasangan keramik ,3.0,2025-03-12
pengawasan perapihan kamar mandi ,,9.0,Selesai,pengawasan perapihan kamar mandi ,3.0,2025-03-12
koordinasi pengajuan ke tim asset ,,9.0,Selesai,koordinasi dan serah terima ke tim asset ,3.0,2025-03-12
pembuatan gambar 3d,,9.0,Selesai,gambar 3d untuk denah buka bersama ,3.0,2025-03-12
koordinasi dengan tim ob ,3.0,9.0,Selesai,koordinasi pembersihan ruang dirops ,1.0,2025-03-12
Pengecekan Area kantor TSP,1.0,17.0,Selesai,"pengecekan Kebrsihan,Kerapihan Area kantor",2.0,2025-03-12
kordinasi dengan tim Ob dan Div lain,3.0,17.0,Selesai,Kordinasi terkait pengantaran Berkas dan Barang RND,2.0,2025-03-12
Monitoring Grup OB dan CS,3.0,17.0,Selesai,Monitoring repotan TIm CS dan OB,2.0,2025-03-12
Kordinasi Dengan Finance,1.0,17.0,Selesai,Kordinasi Terkait Update Pengajuan Rak Sepatu Untuk Kantor BRP,2.0,2025-03-12
Kordinasi dengan Tim Aset,3.0,17.0,Selesai,kordinasi terkait Pencarian Vendor untuk Barang Bekas,2.0,2025-03-12
Pengecekan Area Kantor BRP,1.0,17.0,Selesai,"pengecekan Kebrsihan,Kerapihan Area kantor",2.0,2025-03-12
Pengecekan Area Kantor HO,1.0,17.0,Selesai,"pengecekan Kebrsihan,Kerapihan Area kantor",2.0,2025-03-12
pengelasan gerbang baru ,5.0,2.0,Selesai,pengelasan gerbang baru ,2.0,2025-03-12
pemasangan stiker,5.0,2.0,Selesai,pemasangan stiker,2.0,2025-03-12
pergantian kamsetater,5.0,2.0,Selesai,pergantian kamsetater,2.0,2025-03-12
pelanjutan pembuatan skat ruang admin ,6.0,5.0,Selesai,pelanjutan pembuatan skat ruang admin ,3.0,2025-03-12
pemasangan plafon ruang admin,6.0,5.0,Selesai,pemasangan plafon ruang admin,3.0,2025-03-12
pengomponan ruang admin ,6.0,5.0,Selesai,pengomponan ruang admin ,3.0,2025-03-12
pemasangan banner ,5.0,1.0,Selesai,pemasangan banner 4 ttik,2.0,2025-03-12
pengecekan gerbang poultri,5.0,1.0,Selesai,pengecekan gerbang poultri,2.0,2025-03-12
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-13
Update spreadsheet,3.0,15.0,Selesai,"jobdesk daily,data  maintenance,timeline",1.0,2025-03-13
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-13
monitoring vendor,2.0,15.0,Selesai,pengecekan bocor kanopi TSP,3.0,2025-03-13
koordinasi manager JATIM,1.0,15.0,Selesai,naik daya dan instalasi listrik surabaya,2.0,2025-03-13
koordinasi manager JATIM,1.0,15.0,Selesai,naik daya dan instalasi listrik bondowoso,2.0,2025-03-13
koordinasi PIC Warehouse jatim,1.0,15.0,Selesai,pembuatan RAB Sekat parkiran,2.0,2025-03-13
monitoring gambar 3d,1.0,15.0,Selesai,denah peserta,2.0,2025-03-13
moitoring vendor AC,1.0,15.0,Selesai,general cleaning cibereum,2.0,2025-03-13
Koordinasi dengan tim asset ,3.0,9.0,Selesai,koordinasi dengan aset terkait pengajuan barang ,1.0,2025-03-13
koordinasi dengan tim teknisi ,3.0,9.0,Selesai,koordinasi dengan tim terkait pengajuan ,1.0,2025-03-13
koordinasi dengan tim IT ,3.0,9.0,Selesai,Koordinasi dengan IT terkait kendala dengan PC,1.0,2025-03-13
Pembuatan RAB Skat ,,9.0,Selesai,Pembuatan RAB Gambar Skat dapur Surabaya ,3.0,2025-03-13
perapihan gambar denah ,,9.0,Selesai,pembuatan gambar denah buka bersama ,3.0,2025-03-13
update data maintance ,3.0,9.0,Selesai,update data maintance ,1.0,2025-03-13
pembuatan gambar parkiran ,,9.0,Progres,pembuatan gambar denah parkir motor dan mobil untuk bukber ,2.0,2025-03-13
monitoring group ,3.0,9.0,Selesai,monitoring group WA,1.0,2025-03-13
koordinasi dengan divisi OB ,3.0,9.0,Selesai,Koordinasi dengan ob terkiat nitip barang ,1.0,2025-03-13
koordinasi dengan pimpinan ,3.0,9.0,Selesai,koordinasi terkait pekerjaan ,1.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Back UP,3.0,17.0,Selesai,Back UP Tim Cs yang Cuti,2.0,2025-03-13
Penmbalan pencucian kaki  diporoduksi,5.0,2.0,Selesai,Penmbalan pencucian kaki  diporoduksi,2.0,2025-03-13
Pengecekan dan perbaikan ac diproduksi yg mati total,4.0,2.0,Selesai,Pengecekan dan perbaikan ac diproduksi yg mati total,3.0,2025-03-13
perbaikan toren ,,2.0,,Pengecekan stopkran toren dan perbaikan ,0.0,2025-03-13
pelanjutan pembuatan skat ,6.0,5.0,Progres,Bismillah melanjutkan pengomponan ruang admin,2.0,2025-03-13
pelanjutan pembuatan skat ,6.0,5.0,Progres,"Bismillah, pemasangan herbel lantai ruang admin",2.0,2025-03-13
Pembuatan kran westapel produksi,5.0,1.0,Selesai,Pembuatan kran westapel produksi,2.0,2025-03-13
Pemasangan hendel pintu ofis ciberem,5.0,1.0,Selesai,Pemasangan hendel pintu ofis ciberem,2.0,2025-03-13
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-14
monitoring vendor,2.0,15.0,Selesai,pengecekan bocor kanopi TSP,3.0,2025-03-14
monitoring vendor,2.0,15.0,Selesai,pengecekan bocor kanopi TSP,3.0,2025-03-14
Korsleting listrik TSP,2.0,15.0,Selesai,ada bebearapa jalur yang padam akibat mcb lemah,3.0,2025-03-14
koordiinasi manager finance,1.0,15.0,Selesai,perbaikan aliran listrik ke ac sementara memakai colokan,2.0,2025-03-14
koordinasi media da event,1.0,15.0,Selesai,perbaikan aliran listrik ke ac sementara memakai colokan,2.0,2025-03-14
koordinasi pic WITA,1.0,15.0,Selesai,Naik daya stokis lombok,2.0,2025-03-14
gambar 3d,,9.0,Selesai,pembuatan gambar 3d parkiran buka bersama ,3.0,2025-03-14
gambar 3d,,9.0,Selesai,pembuatan gambar 3d plafon ,3.0,2025-03-14
gambar 3d,,9.0,Selesai,pembutan gambar 3d kanopi ,3.0,2025-03-14
pengukuran ,,9.0,Selesai,pengukuran lahan parkir ,3.0,2025-03-14
pengajuan ke divisi aset ,1.0,9.0,Selesai,pengajuan ke tim asset ,2.0,2025-03-14
koordinasi dengan pak ari ,1.0,9.0,Selesai,koordinasi dengan pak ari terkaita ukuran yang akan di buat gambar ,2.0,2025-03-14
koordinasi dengan tim teknisi  ,1.0,9.0,Selesai,koordinasi dengan tim teknisi terkait pengajuan ,2.0,2025-03-14
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,1.0,2025-03-14
back up,,17.0,Selesai,HEAD OFFICE,3.0,2025-03-14
back up,,17.0,Selesai,HEAD OFFICE,3.0,2025-03-14
back up,,17.0,Selesai,HEAD OFFICE,3.0,2025-03-14
back up,,17.0,Selesai,HEAD OFFICE,3.0,2025-03-14
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-14
back up,,17.0,,HEAD OFFICE,0.0,2025-03-14
back up,,17.0,,HEAD OFFICE,0.0,2025-03-14
back up,,17.0,,HEAD OFFICE,0.0,2025-03-14
back up,,17.0,,HEAD OFFICE,0.0,2025-03-14
back up,,17.0,,HEAD OFFICE,0.0,2025-03-14
perbaikan bak,7.0,2.0,Selesai,Penamblan ulang bak  pencucian kaki diproduksi,2.0,2025-03-14
pemanasan mesin genset ,4.0,2.0,Selesai,Panasin mesin genset diho,3.0,2025-03-14
pengecekan listrik,7.0,5.0,Selesai,"Bismillah, pengecekan instalasi jalur AC di area TSP",2.0,2025-03-14
pengecekan listrik,7.0,5.0,Selesai,"Bismillah, perbaikan instalasi jalur AC di ruang media sudah hidup kembali",2.0,2025-03-14
pengecekan listrik,7.0,5.0,Selesai,"Bismillah, izin untuk memindah kan colokan Wi-Fi,  colokan akuarium di ruang tengah office TSP",2.0,2025-03-14
pelanjutan skat ruangan,6.0,5.0,Progres,"Bismillah, melanjutkan pemasangan herbel",2.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
cuti ,,1.0,,cuti ,0.0,2025-03-14
pembuatan RAB ,,9.0,Selesai,pembuatan Estimasi RAB  plafon ,3.0,2025-03-15
pengajuan ke divisi aset ,1.0,9.0,Selesai,pengajuan ke tim asset ,2.0,2025-03-15
koordinasi dengan pak ari ,1.0,9.0,Selesai,koordinasi dengan pak ari terkait estimasi RAB,2.0,2025-03-15
koordinasi dengan tim teknisi  ,1.0,9.0,Selesai,koordinasi dengan tim teknisi terkait pengajuan ,2.0,2025-03-15
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,1.0,2025-03-15
kooridnasi dengan pimpinan ,1.0,9.0,Selesai,koordinasi dengan pak badru terkait revisideatil gambar ,2.0,2025-03-15
gambar 3D,,9.0,Selesai,revisi detail gambar acara bukber ,3.0,2025-03-15
pembuatan RAB ,,9.0,Selesai,pembuatan RAB perbandingan plafon ,3.0,2025-03-15
koordinasi dengan pak alvian ,3.0,9.0,Selesai,koordinasi terkait pekerjaan yang di bandung ,1.0,2025-03-15
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-15
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-15
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-15
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-15
back up,3.0,17.0,Selesai,HEAD OFFICE,2.0,2025-03-15
penambalan yang bocor ,5.0,2.0,Selesai,Bismilah penambalan yg bocor digudang tepung,2.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,5.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
libur ,,1.0,,libur ,0.0,2025-03-15
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-17
koordinasi pic WITA,1.0,15.0,Selesai,Naik daya stokis lombok,2.0,2025-03-17
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-17
zakat mal,1.0,15.0,Selesai,koordinasi RT/RW cibereum,2.0,2025-03-17
zakat mal,2.0,15.0,Selesai,validasi warga penerima,3.0,2025-03-17
koordinasi manager area jatim,1.0,15.0,Selesai,naik daya stokis bondowoso,2.0,2025-03-17
koordinasi manager area jatim,1.0,15.0,Selesai,naaik daya stokis surabaya,2.0,2025-03-17
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-17
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,1.0,2025-03-17
Update spreadsheet,3.0,9.0,Selesai,update data waitinglist,1.0,2025-03-17
pengajuan ke divisi aset ,1.0,9.0,Selesai,pengajuan ke tim asset ,2.0,2025-03-17
koordinasi dengan tim teknisi  ,1.0,9.0,Selesai,koordinasi dengan tim teknisi terkait pengajuan ,2.0,2025-03-17
koordinasi dengan pak ari ,,9.0,Selesai,koordinasi terkait plafon dan kanopi ,3.0,2025-03-17
koordinasi dengan pimpinan ,1.0,9.0,Selesai,koordinasi terkait pekerjaan ,2.0,2025-03-17
koodinasi dengan finace ,1.0,9.0,Selesai,koordinasi terkait salah pembelian barang oleh tim finace ,2.0,2025-03-17
monitoring group ,3.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,1.0,2025-03-17
Update spreadsheet,3.0,9.0,Selesai,update data jobdesk tim teknisi ,1.0,2025-03-17
pencarian gudang ,,9.0,Progres,pencarian gudang via online ,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Backup ,3.0,17.0,Selesai,Backup Tim yang Cuti di kantor BRP,2.0,2025-03-17
Membersihkan pasir didepan pendopo diho,5.0,2.0,Selesai,Membersihkan pasir didepan pendopo diho,2.0,2025-03-17
Pengecekan kamar mandi  digudang cibereum yg mampe,7.0,2.0,Progres,Pengecekan kamar mandi  digudang cibereum yg mampe,2.0,2025-03-17
pemasangan admin,6.0,5.0,Progres,"Bismillah, melanjutkan pengerjaan ruang admin",2.0,2025-03-17
"Bismillah, proses pemasangan rumah kunci",6.0,5.0,Selesai,"Bismillah, proses pemasangan rumah kunci",3.0,2025-03-17
Bismillah proses perbaikan talang air di samping ruang dir'op,7.0,5.0,Selesai,Bismillah proses perbaikan talang air di samping ruang dir'op,2.0,2025-03-17
"Bismillah, pengecekan AC di kemitraan yang bocor",7.0,5.0,Selesai,"Bismillah, pengecekan AC di kemitraan yang bocor",2.0,2025-03-17
Membersihkan pasir didepan pendopo diho,5.0,1.0,Selesai,Membersihkan pasir didepan pendopo diho,2.0,2025-03-17
koordinasi aset,3.0,15.0,Selesai,"pengajuan,LPJ,serah terima barang",1.0,2025-03-18
Update spreadsheet,3.0,15.0,Selesai,"jobdesk daily,data  maintenance,timeline",1.0,2025-03-18
monitoring grup,3.0,15.0,Selesai,"komplain,memo,teknisi,dan CS/OB",1.0,2025-03-18
koordinasi pic wita,1.0,15.0,Selesai,naik daya stokis lombok,2.0,2025-03-18
koordinasi vendor,1.0,15.0,Selesai,sewa tenda dan terpal,2.0,2025-03-18
koordinasi spv busdev,1.0,15.0,Selesai,holding yogyakarta,2.0,2025-03-18
koordinasi event,1.0,15.0,Selesai,skema bukber,2.0,2025-03-18
koordinasi media,1.0,15.0,Selesai,desan kupon bukber,2.0,2025-03-18
Update spreadsheet,3.0,9.0,Selesai,update data maintance ,1.0,2025-03-18
Update spreadsheet,3.0,9.0,Selesai,update data waitinglist,1.0,2025-03-18
pengajuan ke divisi aset ,1.0,9.0,Selesai,pengajuan ke tim asset  dan follow up pengajuan ,2.0,2025-03-18
koordinasi dengan tim teknisi  ,1.0,9.0,Selesai,koordinasi dengan tim teknisi terkait pengajuan ,2.0,2025-03-18
kooridinasi dengan divisi HRD,1.0,9.0,Selesai,kooridinasi terkait sk cuti yang meninggal ,2.0,2025-03-18
monitoring group ,1.0,9.0,Selesai,monitoring terkait pengajuan tim dan komplen ,2.0,2025-03-18
Update spreadsheet,3.0,9.0,Selesai,update data jobdesk tim teknisi ,1.0,2025-03-18
pencarian gudang ,,9.0,Progres,pencarian gudang via online ,2.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
Cuti ,,17.0,,Cuti ,0.0,2025-03-18
cuti keluarga yang meninggal ,,2.0,,cuti keluarga yang meninggal ,0.0,2025-03-18
cuti keluarga yang meninggal ,,2.0,,cuti keluarga yang meninggal ,0.0,2025-03-18
